l86Lxj1H7XObOoAaJyI2IA==,01/Jul/1995:00:00:11,GET /shuttle/missions/sts-73/sts-73-patch-small.gif HTTP/1.0,200,4179
ZJS+zghIqkgwsGkI0BUJMZ4D3FiPSry9/apg4pBa5G4=,01/Jul/1995:00:00:12,GET /images/NASA-logosmall.gif HTTP/1.0,304,0
ZJS+zghIqkgwsGkI0BUJMZ4D3FiPSry9/apg4pBa5G4=,01/Jul/1995:00:00:12,GET /shuttle/countdown/video/livevideo.gif HTTP/1.0,200,0
bPonP7j1KAg7MAbVjgIDife92xj4zp43X9R63seFh/Q=,01/Jul/1995:00:00:14,GET /shuttle/countdown/count.gif HTTP/1.0,200,40310
bPonP7j1KAg7MAbVjgIDife92xj4zp43X9R63seFh/Q=,01/Jul/1995:00:00:14,GET /images/NASA-logosmall.gif HTTP/1.0,200,786
bPonP7j1KAg7MAbVjgIDife92xj4zp43X9R63seFh/Q=,01/Jul/1995:00:00:14,GET /images/KSC-logosmall.gif HTTP/1.0,200,1204
r0epAbdqVSE3T7KRvpDqbw==,01/Jul/1995:00:00:15,GET /shuttle/countdown/count.gif HTTP/1.0,200,40310
r0epAbdqVSE3T7KRvpDqbw==,01/Jul/1995:00:00:15,GET /images/NASA-logosmall.gif HTTP/1.0,200,786
r0epAbdqVSE3T7KRvpDqbw==,01/Jul/1995:00:00:15,GET /images/KSC-logosmall.gif HTTP/1.0,200,1204
0hkyp2vY+79oCPSOgstCDA==,01/Jul/1995:00:00:17,GET /images/ksclogo-medium.gif HTTP/1.0,304,0
l86Lxj1H7XObOoAaJyI2IA==,01/Jul/1995:00:00:17,GET /images/launch-logo.gif HTTP/1.0,200,1713
DFOnW2N2O4sGfMfCfeTGDsVC1uYSQ0rEEb4mEfDQfbE=,01/Jul/1995:00:00:19,GET /shuttle/missions/sts-71/images/KSC-95EC-0916.jpg HTTP/1.0,200,34029
s+P7Q5u0fYBTv4OtE8sIdhytZ2sEfoN6+JdhGFrMCxc=,01/Jul/1995:00:00:19,GET /images/launchpalms-small.gif HTTP/1.0,200,11473
aKhmRlyZfxgZjRY3A493Kg==,01/Jul/1995:00:00:29,GET /shuttle/countdown/count.gif HTTP/1.0,200,40310
7rkaKMDtG83BY6AsSzB1sC5ZmcF10gmiuIkei4FgLIg=,01/Jul/1995:00:00:33,GET /shuttle/missions/sts-71/sts-71-patch-small.gif HTTP/1.0,200,12054
TUtaWnFJj6nxc8PTFEWLaCXXlW8D/ORFpRIXeE06Aig=,01/Jul/1995:00:00:35,GET /images/ksclogo-medium.gif HTTP/1.0,200,5866
