jAh1LksnqB8kwAcJF6uBiIQ5V0OwSNdB9vIIWSxxJeE=,01/Jul/1995:00:03:34,GET /software/winvn/readme.txt HTTP/1.0,200,5736,/software/winvn/readme.txt,NA
vrlXLxbftvXxdFxnFnxzaBG4cYxAUqAZ49DhkJgz2w8=,01/Jul/1995:00:03:36,GET /shuttle/resources/orbiters/endeavour.html HTTP/1.0,200,6168,/shuttle/resources/orbiters/endeavour.html,NA
EKdl/9IPYtvoMWmFfN91kKDc1cYFLxJH2/fAjutJwv4=,01/Jul/1995:00:03:36,GET /shuttle/missions/missions.html HTTP/1.0,200,8677,/shuttle/missions/missions.html,NA
vrlXLxbftvXxdFxnFnxzaBG4cYxAUqAZ49DhkJgz2w8=,01/Jul/1995:00:03:40,GET /shuttle/missions/sts-68/mission-sts-68.html HTTP/1.0,200,49087,/shuttle/missions/sts-68/mission-sts-68.html,NA
6vlALYmFWZaZM8hvkIG5dAaGPWDWtFyozBTAj2/mP3A=,01/Jul/1995:00:03:43,GET /history/apollo/apollo-13/apollo-13.html HTTP/1.0,200,18114,/history/apollo/apollo-13/apollo-13.html,NA
aKhmRlyZfxgZjRY3A493Kg==,01/Jul/1995:00:03:45,"GET /cgi-bin/imagemap/countdown?108,176 HTTP/1.0",302,110,"/cgi-bin/imagemap/countdown?108,176",Canada
XLXYKV4gqezf5XCwAzILElQpZZCohJweV5WdnpJEnO4=,01/Jul/1995:00:03:47,GET /history/history.html HTTP/1.0,200,1502,/history/history.html,NA
BzdpD4jpbdH4A65oHntqaDiBwjpCs+oU0eHc2EQJuoA=,01/Jul/1995:00:03:48,GET /shuttle/countdown/countdown.html HTTP/1.0,200,3985,/shuttle/countdown/countdown.html,NA
vrlXLxbftvXxdFxnFnxzaBG4cYxAUqAZ49DhkJgz2w8=,01/Jul/1995:00:03:51,GET /facilities/lc39a.html HTTP/1.0,200,7008,/facilities/lc39a.html,NA
aKhmRlyZfxgZjRY3A493Kg==,01/Jul/1995:00:03:51,GET /shuttle/missions/sts-71/images/images.html HTTP/1.0,200,7634,/shuttle/missions/sts-71/images/images.html,Canada
ybCmFpku/L5KWPWVCAzVsxz2XhSsuhGr5XzNVsPog2c=,01/Jul/1995:00:03:56,GET /shuttle/missions/missions.html HTTP/1.0,304,0,/shuttle/missions/missions.html,NA
QsoR4Xfu+8sW0NY/QtdWcQ==,01/Jul/1995:00:03:58,GET / HTTP/1.0,200,7074,/,United States
RQ5m1WwhYhezwDfuuaGMcpQLJBhDLxm95nNAPgEfklA=,01/Jul/1995:00:04:01,"GET /cgi-bin/imagemap/countdown?99,113 HTTP/1.0",302,111,"/cgi-bin/imagemap/countdown?99,113",NA
RQ5m1WwhYhezwDfuuaGMcpQLJBhDLxm95nNAPgEfklA=,01/Jul/1995:00:04:10,GET /shuttle/missions/sts-71/mission-sts-71.html HTTP/1.0,200,12040,/shuttle/missions/sts-71/mission-sts-71.html,NA
XLXYKV4gqezf5XCwAzILElQpZZCohJweV5WdnpJEnO4=,01/Jul/1995:00:04:12,GET /history/apollo/apollo.html HTTP/1.0,200,3258,/history/apollo/apollo.html,NA
bPonP7j1KAg7MAbVjgIDife92xj4zp43X9R63seFh/Q=,01/Jul/1995:00:04:16,GET /ksc.html HTTP/1.0,200,7074,/ksc.html,NA
9o+i2XWmAvXPrf8GCLfGAA==,01/Jul/1995:00:04:18,GET /ksc.html HTTP/1.0,200,7074,/ksc.html,NA
ybCmFpku/L5KWPWVCAzVsxz2XhSsuhGr5XzNVsPog2c=,01/Jul/1995:00:04:23,GET /shuttle/missions/sts-67/mission-sts-67.html HTTP/1.0,200,21408,/shuttle/missions/sts-67/mission-sts-67.html,NA
0hkyp2vY+79oCPSOgstCDA==,01/Jul/1995:00:04:25,GET /shuttle/technology/sts-newsref/stsref-toc.html HTTP/1.0,200,84907,/shuttle/technology/sts-newsref/stsref-toc.html,Australia
cLZOUfi0eBIPavpTuRy/BX8WlVvtDQZstgw8jUUhXcY=,01/Jul/1995:00:04:26,GET /shuttle/technology/sts-newsref/stsref-toc.html HTTP/1.0,200,84907,/shuttle/technology/sts-newsref/stsref-toc.html,NA
ZXb2o4vNF18jLp6bdeLfk8rsN+dD8SEGMfn596vu+5A=,01/Jul/1995:00:04:27,GET /shuttle/technology/sts-newsref/centers.html HTTP/1.0,200,71024,/shuttle/technology/sts-newsref/centers.html,NA
K7gY+j+iNUoPEVbkabyk+cVKlVrfnv0EVmi7ujmdbB0=,01/Jul/1995:00:04:27,GET /shuttle/missions/sts-69/mission-sts-69.html HTTP/1.0,200,4325,/shuttle/missions/sts-69/mission-sts-69.html,NA
QsoR4Xfu+8sW0NY/QtdWcQ==,01/Jul/1995:00:04:27,GET /shuttle/missions/sts-71/mission-sts-71.html HTTP/1.0,200,12040,/shuttle/missions/sts-71/mission-sts-71.html,United States
rcY9jAPaquRqBDW1fCHAVg==,01/Jul/1995:00:04:28,GET /history/history.html HTTP/1.0,200,1502,/history/history.html,NA
5n2fnOFta1Zud1Cd/T+To/of/HTe70Xh4sgG1XfMKz0=,01/Jul/1995:00:04:30,GET /shuttle/missions/missions.html HTTP/1.0,200,8677,/shuttle/missions/missions.html,NA
W6TeilPKoxnG/Nc9kOM2lKxFsiU9ik5/hz/1dWwg/do=,01/Jul/1995:00:04:31,"GET /cgi-bin/imagemap/countdown?370,274 HTTP/1.0",302,68,"/cgi-bin/imagemap/countdown?370,274",NA
rcY9jAPaquRqBDW1fCHAVg==,01/Jul/1995:00:04:32,GET /history/rocket-history.txt HTTP/1.0,200,26990,/history/rocket-history.txt,NA
d4J80cJO5bfVWMlevtuPd5sfkqeBrI1BrRnxczQ70Zs=,01/Jul/1995:00:04:38,GET /shuttle/missions/sts-71/mission-sts-71.html HTTP/1.0,200,12040,/shuttle/missions/sts-71/mission-sts-71.html,NA
IFyefWqKPnSHlPNVpuNKEq3278t7rQv4qrMVAGdkZKM=,01/Jul/1995:00:04:40,GET /shuttle/technology/sts-newsref/stsref-toc.html HTTP/1.0,200,84907,/shuttle/technology/sts-newsref/stsref-toc.html,NA
UwejuLxatofLJhpnntRZ7jX3O2Z9swZzWmi88fyl74A=,01/Jul/1995:00:04:40,GET /facilities/vab.html HTTP/1.0,200,4045,/facilities/vab.html,NA
nX/WS+ZtzF+OwLbWWlAuoL5kbWs2RSR4PlVkq0aC00k=,01/Jul/1995:00:04:44,GET /shuttle/countdown/ HTTP/1.0,200,3985,/shuttle/countdown/,NA
K7gY+j+iNUoPEVbkabyk+cVKlVrfnv0EVmi7ujmdbB0=,01/Jul/1995:00:04:48,GET /shuttle/missions/sts-78/mission-sts-78.html HTTP/1.0,200,4377,/shuttle/missions/sts-78/mission-sts-78.html,NA
c6n4xbwq0wF6qERFI+2sSQ==,01/Jul/1995:00:04:52,GET /shuttle/countdown/ HTTP/1.0,200,3985,/shuttle/countdown/,Canada
d4J80cJO5bfVWMlevtuPd5sfkqeBrI1BrRnxczQ70Zs=,01/Jul/1995:00:04:54,"GET /cgi-bin/imagemap/countdown?99,178 HTTP/1.0",302,110,"/cgi-bin/imagemap/countdown?99,178",NA
XLXYKV4gqezf5XCwAzILElQpZZCohJweV5WdnpJEnO4=,01/Jul/1995:00:04:55,GET /history/apollo/apollo-13/apollo-13.html HTTP/1.0,200,18114,/history/apollo/apollo-13/apollo-13.html,NA
d4J80cJO5bfVWMlevtuPd5sfkqeBrI1BrRnxczQ70Zs=,01/Jul/1995:00:05:02,GET /shuttle/missions/sts-71/images/images.html HTTP/1.0,200,7634,/shuttle/missions/sts-71/images/images.html,NA
nX/WS+ZtzF+OwLbWWlAuoL5kbWs2RSR4PlVkq0aC00k=,01/Jul/1995:00:05:06,"GET /cgi-bin/imagemap/countdown?107,144 HTTP/1.0",302,96,"/cgi-bin/imagemap/countdown?107,144",NA
cLZOUfi0eBIPavpTuRy/BX8WlVvtDQZstgw8jUUhXcY=,01/Jul/1995:00:05:06,GET /shuttle HTTP/1.0,302,-,/shuttle,NA
cLZOUfi0eBIPavpTuRy/BX8WlVvtDQZstgw8jUUhXcY=,01/Jul/1995:00:05:07,GET /shuttle/ HTTP/1.0,200,957,/shuttle/,NA
